,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,275
1,Farm Name,Fina las Rosas,Bag Weight,69 kg
2,Lot Number,11/63/459,In-Country Partner,Asociacion Nacional Del Café
3,Mill,,Harvest Year,2022 / 2023
4,ICO Number,11/63/459,Grading Date,"May 15th, 2023"
5,Company,"Retrillas del pacifico, s.a.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1500,Variety,Bourbon
7,Region,Huehuetenango,Status,Completed
8,Producer,Rolando Belarmino Villatoro Villatoro,Processing Method,Washed / Wet
