,0,1,2,3
0,Country of Origin,Thailand,Number of Bags,1
1,Farm Name,Baan San Charoen,Bag Weight,30 kg
2,Lot Number,CQU2022016,In-Country Partner,Japan Coffee Exchange
3,Mill,Baan San Charoen,Harvest Year,2022
4,ICO Number,,Grading Date,"September 21st, 2022"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1300-1400,Variety,Catimor
7,Region,Nan,Status,Completed
8,Producer,Phaibul Kitcharoen,Processing Method,Natural / Dry
