,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,2
1,Farm Name,El Laurel,Bag Weight,1 kg
2,Lot Number,1,In-Country Partner,FABB Academy of Coffee
3,Mill,Hulling facility,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"September 30th, 2022"
5,Company,Minka coffee company LTD,Owner,piradaPKPL
6,Altitude,1100,Variety,Caturra
7,Region,Sierra Nevada de Santa Marta,Status,Completed
8,Producer,Eric SELLIN,Processing Method,Washed / Wet
