,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,1
1,Farm Name,愛姬咖啡莊園iGfarm,Bag Weight,50 kg
2,Lot Number,2021/01,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,愛姬咖啡莊園iGfarm,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"December 12th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Liu Meng Tsung劉孟宗
6,Altitude,150,Variety,Typica
7,Region,壽豐鄉Shoufeng Township,Status,Completed
8,Producer,劉孟宗 LIU MENG TSUNG,Processing Method,
