,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,275
1,Farm Name,More than one,Bag Weight,70 kg
2,Lot Number,1,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,Trilladora CCA Buga,Harvest Year,2021
4,ICO Number,,Grading Date,"December 30th, 2022"
5,Company,Mr.Brown Cafe,Owner,MR.BROWN CAFE
6,Altitude,1574,Variety,Santander
7,Region,Santander,Status,Completed
8,Producer,More than one,Processing Method,Washed / Wet
