,0,1,2,3
0,Aroma,8.08,Uniformity,10.0
1,Flavor,8.17,Clean Cup,10.0
2,Aftertaste,7.75,Sweetness,10.0
3,Acidity,7.92,Overall,8.17
4,Body,7.83,Defects,0.0
5,Balance,8.0,Total Cup Points,85.92
