,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,1
1,Farm Name,阿拉思家,Bag Weight,6 kg
2,Lot Number,A10-Northern Taiwan Specialty Coffee Evaluation,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,阿拉思家,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"January 6th, 2023"
5,Company,Taiwu Coffee Cooperative,Owner,Taiwu
6,Altitude,300,Variety,Typica
7,Region,桃園市,Status,Completed
8,Producer,李秀圓,Processing Method,Pulped natural / honey
