,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,8
1,Farm Name,櫻桃果古坑咖啡莊園,Bag Weight,1 kg
2,Lot Number,202112,In-Country Partner,Blossom Valley International宸嶧國際
3,Mill,yes,Harvest Year,2021 / 2022
4,ICO Number,non,Grading Date,"October 24th, 2022"
5,Company,宸嶧國際有限公司,Owner,王瀅惠
6,Altitude,1200,Variety,Gesha
7,Region,"Gukeng Township, Yunlin County",Status,Completed
8,Producer,王瀅惠,Processing Method,Natural / Dry
