,0,1,2,3
0,Country of Origin,Laos,Number of Bags,343
1,Farm Name,-,Bag Weight,60 kg
2,Lot Number,105/3/VL7285-005,In-Country Partner,Japan Coffee Exchange
3,Mill,DRY MILL,Harvest Year,2021 / 2022
4,ICO Number,105/3/VL7285-005,Grading Date,"November 11th, 2022"
5,Company,Marubeni Corporation,Owner,Ikuto Uehara
6,Altitude,1300,Variety,Catimor
7,Region,Bolaven Plateau,Status,Completed
8,Producer,"LAO MINH TIEN COFFEE SOLE CO.,LTD",Processing Method,Washed / Wet
