,0,1,2,3
0,Aroma,7.58,Uniformity,10.0
1,Flavor,7.42,Clean Cup,10.0
2,Aftertaste,7.33,Sweetness,10.0
3,Acidity,7.33,Overall,7.33
4,Body,7.5,Defects,0.0
5,Balance,7.33,Total Cup Points,81.83
