,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,2240
1,Farm Name,Fazenda Conquista,Bag Weight,60 kg
2,Lot Number,019/22,In-Country Partner,Brazil Specialty Coffee Association
3,Mill,Dry Mill,Harvest Year,2022 / 2023
4,ICO Number,,Grading Date,"February 2nd, 2023"
5,Company,Ipanema Coffees,Owner,Ipanema Coffees
6,Altitude,950,Variety,Mundo Novo
7,Region,Sul de Minas,Status,Completed
8,Producer,Ipanema Coffees,Processing Method,Natural / Dry
