,0,1,2,3
0,Aroma,7.75,Uniformity,10.0
1,Flavor,7.92,Clean Cup,10.0
2,Aftertaste,7.75,Sweetness,10.0
3,Acidity,8.0,Overall,8.0
4,Body,7.83,Defects,0.0
5,Balance,7.92,Total Cup Points,85.17
