,0,1,2,3
0,Country of Origin,"Tanzania, United Republic Of",Number of Bags,200
1,Farm Name,BURKA,Bag Weight,30 kg
2,Lot Number,CN 4127230032/P-9140,In-Country Partner,Kenya Coffee Traders Association
3,Mill,GOURMET COFFEE MILL,Harvest Year,2022 / 2023
4,ICO Number,033/DE/163/001,Grading Date,"February 1st, 2023"
5,Company,DORMAN (T) LIMITED,Owner,Gilbert Maina
6,Altitude,1570-1600,Variety,Bourbon
7,Region,Arusha,Status,Completed
8,Producer,DORMAN (T) LIMITED,Processing Method,Washed / Wet
