,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,275
1,Farm Name,COO,Bag Weight,70 kg
2,Lot Number,3-002-00883,In-Country Partner,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG)
3,Mill,Laumayer Armenia,Harvest Year,2022
4,ICO Number,,Grading Date,"July 27th, 2022"
5,Company,InterAmerican Coffee,Owner,Charles Umeano
6,Altitude,1400-1700,Variety,Caturra
7,Region,Huila,Status,Completed
8,Producer,Cooperativa Central de Caficultores del Huila,Processing Method,Washed / Wet
