,0,1,2,3
0,Country of Origin,Uganda,Number of Bags,320
1,Farm Name,Masereka William,Bag Weight,60 kg
2,Lot Number,7969,In-Country Partner,Uganda Coffee Development Authority
3,Mill,Dry Mill,Harvest Year,2021 / 2022
4,ICO Number,11/35,Grading Date,"September 1st, 2022"
5,Company,Kyagalanyi Coffee Limited,Owner,KYAGALANYI COFFEE LIMITED
6,Altitude,1905,Variety,SL14
7,Region,Rwenzori,Status,Completed
8,Producer,Kyagalanyi coffee limited,Processing Method,Washed / Wet
