,0,1,2,3
0,Country of Origin,Uganda,Number of Bags,150
1,Farm Name,Bugisu Shamba,Bag Weight,60 kg
2,Lot Number,035/170/5021210,In-Country Partner,Uganda Coffee Development Authority
3,Mill,Kawacom,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"July 7th, 2022"
5,Company,Kawacom uganda LTD,Owner,Kawacom Uganda LTD
6,Altitude,1400 - 1900,Variety,SL14
7,Region,Mt Elgon,Status,Completed
8,Producer,Kawacom Uganda Ltd,Processing Method,Washed / Wet
