,0,1,2,3
0,Country of Origin,Costa Rica,Number of Bags,500
1,Farm Name,San Diego Mill,Bag Weight,30 kg
2,Lot Number,S019194 - P04178,In-Country Partner,Specialty Coffee Association of Costa Rica
3,Mill,Dosmil,Harvest Year,2018 / 2019
4,ICO Number,5-0015-0228,Grading Date,"March 29th, 2023"
5,Company,Beneficios Volcafé Costa Rica,Owner,Volcafe Japan
6,Altitude,1500,Variety,Caturra
7,Region,Corralillo Tarrazu,Status,Completed
8,Producer,San Diego Mill,Processing Method,Washed / Wet
