,0,1,2,3
0,Country of Origin,Kenya,Number of Bags,300
1,Farm Name,Small Holder,Bag Weight,60 kg
2,Lot Number,5516,In-Country Partner,Kenya Coffee Traders Association
3,Mill,NKG,Harvest Year,2022 / 2023
4,ICO Number,,Grading Date,"February 28th, 2023"
5,Company,IBERO (K) LTD,Owner,Judith Murimi
6,Altitude,1600-1900,Variety,SL28
7,Region,Central,Status,Completed
8,Producer,Small Holder,Processing Method,Washed / Wet
