,0,1,2,3
0,Country of Origin,Thailand,Number of Bags,2
1,Farm Name,Hom Doi,Bag Weight,1 kg
2,Lot Number,1,In-Country Partner,FABB Academy of Coffee
3,Mill,Machines to peel outer skin of the cherry coffee and coffee is dried manually,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"August 16th, 2022"
5,Company,Lyrose,Owner,Christian Charmette
6,Altitude,1500-1700,Variety,Catimor
7,Region,Chiang Mai,Status,Completed
8,Producer,Lisu farmers,Processing Method,Pulped natural / honey
