,0,1,2,3
0,Country of Origin,Ethiopia,Number of Bags,320
1,Farm Name,YHAENU PLC FARM,Bag Weight,19200 kg
2,Lot Number,1,In-Country Partner,METAD Agricultural Development plc
3,Mill,GUJI COFFEE EXPORT P.L.C,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"November 30th, 2022"
5,Company,yhaenu plc,Owner,YHAENU PLC
6,Altitude,1700,Variety,Ethiopian Heirlooms
7,Region,OROMIA,Status,Completed
8,Producer,YHAENU PLC,Processing Method,Washed / Wet
