,0,1,2,3
0,Country of Origin,Thailand,Number of Bags,5
1,Farm Name,Doi Lan,Bag Weight,15 kg
2,Lot Number,"The 2022 Pacific Rim Coffee Summit,TH07",In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,Miramar Coffee,Harvest Year,2021
4,ICO Number,,Grading Date,"November 15th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Full Sweet Coffee
6,Altitude,1400,Variety,Typica Bourbon Caturra Catimor
7,Region,Chiang Rai,Status,Completed
8,Producer,Prakol Saelee,Processing Method,Natural / Dry
