,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,600
1,Farm Name,Finca Alta Luz,Bag Weight,30 kg
2,Lot Number,11-63-657,In-Country Partner,Asociacion Nacional Del Café
3,Mill,,Harvest Year,2022 / 2023
4,ICO Number,11-63-657,Grading Date,"April 26th, 2023"
5,Company,"Retrillas del pacifico, s.a.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1300-1400,Variety,Bourbon
7,Region,Huehuetenango,Status,Completed
8,Producer,Maria de los Angeles Perez,Processing Method,Washed / Wet
