,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,25
1,Farm Name,Fazenda Recreio,Bag Weight,60 kg
2,Lot Number,Arara 1,In-Country Partner,Brazil Specialty Coffee Association
3,Mill,Dry mill,Harvest Year,2022
4,ICO Number,,Grading Date,"January 6th, 2023"
5,Company,"WIT wealth, investments & trust",Owner,Andre Clark
6,Altitude,1250,Variety,
7,Region,Região Vulcânica,Status,Completed
8,Producer,Diogo T. Dias de Macedo,Processing Method,Pulped natural / honey
