,0,1,2,3
0,Country of Origin,El Salvador,Number of Bags,275
1,Farm Name,Agua Caliente,Bag Weight,69 kg
2,Lot Number,1-74,In-Country Partner,Salvadoran Coffee Council
3,Mill,Agua Caliente,Harvest Year,2021 / 2022
4,ICO Number,09-392-144,Grading Date,"July 7th, 2022"
5,Company,Consejo Salvadoreño del Café,Owner,Consejo Salvadoreño del Café
6,Altitude,1200,Variety,Bourbon
7,Region,Apaneca - Ilamatepec,Status,Completed
8,Producer,"J.J. Borja Nathan, S.A.",Processing Method,Washed / Wet
