,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,960
1,Farm Name,Fazenda Conquista e Capoeirinha,Bag Weight,60 kg
2,Lot Number,004/22,In-Country Partner,Brazil Specialty Coffee Association
3,Mill,Dry mill,Harvest Year,2022 / 2023
4,ICO Number,,Grading Date,"February 13th, 2023"
5,Company,Ipanema Coffees,Owner,Ipanema Coffees
6,Altitude,950,Variety,Mundo Novo
7,Region,Sul de Minas,Status,Completed
8,Producer,Ipanema Agrícola SA,Processing Method,Natural / Dry
