,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,2
1,Farm Name,Buenos Aires,Bag Weight,12 kg
2,Lot Number,CQU2023003,In-Country Partner,Japan Coffee Exchange
3,Mill,Buenos Aires,Harvest Year,2022
4,ICO Number,,Grading Date,"April 7th, 2023"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1390,Variety,"Red Bourbon,Caturra"
7,Region,Quindio,Status,Completed
8,Producer,Chucho Bedoya,Processing Method,Anaerobico 1000h
