,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,1
1,Farm Name,嵐雲綠海咖啡,Bag Weight,2 kg
2,Lot Number,屏東縣瑪家鄉,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,乾燥機、脫殼機,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"December 30th, 2022"
5,Company,茂泰生技股份有限公司,Owner,Ethan Lee 李宗儒
6,Altitude,1200,Variety,Yellow Bourbon
7,Region,台灣屏東,Status,Completed
8,Producer,卓榮華,Processing Method,Pulped natural / honey
