,0,1,2,3
0,Aroma,8.17,Uniformity,10.0
1,Flavor,8.08,Clean Cup,10.0
2,Aftertaste,8.0,Sweetness,10.0
3,Acidity,7.92,Overall,8.0
4,Body,8.0,Defects,0.0
5,Balance,7.92,Total Cup Points,86.08
