,0,1,2,3
0,Country of Origin,Uganda,Number of Bags,320
1,Farm Name,MASEREKA,Bag Weight,60 kg
2,Lot Number,8009,In-Country Partner,Uganda Coffee Development Authority
3,Mill,kyagalanyi Hulling facility,Harvest Year,2022 / 2023
4,ICO Number,35/11,Grading Date,"March 14th, 2023"
5,Company,kyagalanyi ltd,Owner,Baguma Moris
6,Altitude,1806,Variety,SL14
7,Region,RWENZORI,Status,Completed
8,Producer,KYAGALANYI COFFEE LIMITED,Processing Method,Washed / Wet
