,0,1,2,3
0,Aroma,7.08,Uniformity,10.0
1,Flavor,7.25,Clean Cup,10.0
2,Aftertaste,7.08,Sweetness,10.0
3,Acidity,7.42,Overall,7.0
4,Body,7.42,Defects,0.0
5,Balance,7.08,Total Cup Points,80.33
