,0,1,2,3
0,Country of Origin,Honduras,Number of Bags,260
1,Farm Name,varias,Bag Weight,69 kg
2,Lot Number,AMNI-22-6011-2,In-Country Partner,Instituto Hondureño del Café
3,Mill,Beneficio seco,Harvest Year,2021 / 2022
4,ICO Number,13-167-471-2,Grading Date,"August 17th, 2022"
5,Company,Cafe Organico Marcala S.A de C.V.,Owner,Eliud Hernandez Gonzales
6,Altitude,1400,Variety,Catuai
7,Region,Marcala,Status,Completed
8,Producer,comsa,Processing Method,Washed / Wet
