,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,5
1,Farm Name,Fazenda Guariroba,Bag Weight,36 kg
2,Lot Number,FBT111,In-Country Partner,Japan Coffee Exchange
3,Mill,Wet-Hulling,Harvest Year,2022
4,ICO Number,002-1894-0006,Grading Date,"February 13th, 2023"
5,Company,Mirai Seeds Corp.,Owner,Marcelo Itoh
6,Altitude,1100,Variety,Yellow Bourbon
7,Region,Campo das Vertentes,Status,Completed
8,Producer,Homero Paiva,Processing Method,Double Carbonic Maceration / Natural
