,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,630
1,Farm Name,Finca Las Rosas,Bag Weight,30 kg
2,Lot Number,11/63/459,In-Country Partner,Asociacion Nacional Del Café
3,Mill,,Harvest Year,2022 / 2023
4,ICO Number,11/63/459,Grading Date,"June 21st, 2023"
5,Company,"Retrillas del pacifico, s.a.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1500,Variety,Bourbon
7,Region,Huehuetenango,Status,Completed
8,Producer,Rolando Belarmino Villatoro Villatoro,Processing Method,Washed / Wet
