,0,1,2,3
0,Country of Origin,El Salvador,Number of Bags,600
1,Farm Name,Agua Caliente,Bag Weight,30 kg
2,Lot Number,1-26,In-Country Partner,Salvadoran Coffee Council
3,Mill,Agua Caliente,Harvest Year,2022 / 2023
4,ICO Number,9-392-35,Grading Date,"February 21st, 2023"
5,Company,Consejo Salvadoreño del Café,Owner,Consejo Salvadoreño del Café
6,Altitude,1200,Variety,Bourbon
7,Region,Apaneca - Ilamatepec,Status,Completed
8,Producer,"J.J. Borja Nathan, S.A.",Processing Method,Washed / Wet
