,0,1,2,3
0,Country of Origin,Indonesia,Number of Bags,20
1,Farm Name,"Kiki, Yusuf & Fazli",Bag Weight,60 kg
2,Lot Number,001/ICEH/01/2023,In-Country Partner,Coffee Laboratory LTD
3,Mill,Pondok Sayur,Harvest Year,2023
4,ICO Number,,Grading Date,"June 12th, 2023"
5,Company,LİNN DOĞAL GIDA SAN VE TİC AŞ,Owner,nesim ibrahimhakıoğlu
6,Altitude,1400-1700,Variety,SUPER ATENG
7,Region,GAYO HIGHLANDS,Status,Completed
8,Producer,several small farmer families,Processing Method,WET HULLED
