,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,2
1,Farm Name,Finca Santuario,Bag Weight,24 kg
2,Lot Number,CQU2023002,In-Country Partner,Japan Coffee Exchange
3,Mill,Finca Santuario,Harvest Year,2022
4,ICO Number,,Grading Date,"March 6th, 2023"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1850-2100,Variety,Red Bourbon
7,Region,"Popayan,Cauca",Status,Completed
8,Producer,Camilo Merizalde,Processing Method,"Honey,Mossto"
