,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,20
1,Farm Name,皇庭咖啡莊園,Bag Weight,1 kg
2,Lot Number,202203,In-Country Partner,Blossom Valley International宸嶧國際
3,Mill,yes,Harvest Year,2017 / 2018
4,ICO Number,non,Grading Date,"October 24th, 2022"
5,Company,宸嶧國際有限公司,Owner,CHEN RONG FENG
6,Altitude,850,Variety,Gesha
7,Region,"Caoling , Gukeng Township, Yunlin County",Status,Completed
8,Producer,陳榮豐,Processing Method,Washed / Wet
