,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,1
1,Farm Name,寶山謐靚,Bag Weight,5 kg
2,Lot Number,A48-Northern Taiwan Specialty Coffee Evaluation,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,寶山謐靚,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"January 6th, 2023"
5,Company,Taiwu Coffee Cooperative,Owner,Taiwu
6,Altitude,140,Variety,unknown
7,Region,新竹縣,Status,Completed
8,Producer,宋煦仁,Processing Method,Natural / Dry
