,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,440
1,Farm Name,Various farm,Bag Weight,60 kg
2,Lot Number,002/1738/0029,In-Country Partner,Japan Coffee Exchange
3,Mill,Dry mill,Harvest Year,2021 / 2022
4,ICO Number,002/1738/0029,Grading Date,"July 20th, 2022"
5,Company,marubeni,Owner,Ikuto Uehara
6,Altitude,1200,Variety,Catuai and Mundo Novo
7,Region,Alta Mogiana-Ibiraci,Status,Completed
8,Producer,COCAPIL,Processing Method,Natural / Dry
