,0,1,2,3
0,Country of Origin,"Tanzania, United Republic Of",Number of Bags,200
1,Farm Name,KONGONI ESTATE,Bag Weight,60 kg
2,Lot Number,CN 4127230031/P-9139,In-Country Partner,Kenya Coffee Traders Association
3,Mill,RAFIKI MILL,Harvest Year,2022 / 2023
4,ICO Number,033/DE/491/001,Grading Date,"January 3rd, 2023"
5,Company,C.DORMAN SEZ LTD,Owner,Gilbert Maina
6,Altitude,1600-1750,Variety,Bourbon
7,Region,ARUSHA,Status,Completed
8,Producer,DORMAN (T) LTD,Processing Method,Washed / Wet
