,0,1,2,3
0,Country of Origin,Brazil,Number of Bags,325
1,Farm Name,Fazenda Olhos Dagua,Bag Weight,59 kg
2,Lot Number,1,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,Owned by producer,Harvest Year,2021
4,ICO Number,,Grading Date,"December 30th, 2022"
5,Company,Mr.Brown Cafe,Owner,MR.BROWN CAFE
6,Altitude,900-1000,Variety,Catucai
7,Region,Sul de Minas,Status,Completed
8,Producer,Paulo Enidio Crabi,Processing Method,Natural / Dry
