,0,1,2,3
0,Aroma,7.25,Uniformity,10.0
1,Flavor,7.25,Clean Cup,10.0
2,Aftertaste,7.17,Sweetness,10.0
3,Acidity,7.33,Overall,7.25
4,Body,7.0,Defects,0.0
5,Balance,7.17,Total Cup Points,80.42
