,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,50
1,Farm Name,永舜咖啡莊園,Bag Weight,2 kg
2,Lot Number,202203,In-Country Partner,Blossom Valley International宸嶧國際
3,Mill,yes,Harvest Year,2022
4,ICO Number,non,Grading Date,"October 24th, 2022"
5,Company,Yongshun,Owner,Yongshun
6,Altitude,1250,Variety,SL34
7,Region,"Caoling , Gukeng Township, Yunlin County",Status,Completed
8,Producer,蘇甘永,Processing Method,Washed / Wet
