,0,1,2,3
0,Country of Origin,Ethiopia,Number of Bags,8
1,Farm Name,Halo Bariti Cooprative,Bag Weight,5 kg
2,Lot Number,CQU2023006,In-Country Partner,Japan Coffee Exchange
3,Mill,Halo Bariti Cooprative,Harvest Year,2022
4,ICO Number,,Grading Date,"April 7th, 2023"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1900-2100,Variety,"Wolishalo,Kurume,Dega"
7,Region,"Gedeb,Yirgacheffe,Sidamo",Status,Completed
8,Producer,Halo Bariti Cooprative,Processing Method,Washed / Wet
