,0,1,2,3
0,Aroma,7.67,Uniformity,10.0
1,Flavor,8.0,Clean Cup,10.0
2,Aftertaste,7.75,Sweetness,10.0
3,Acidity,7.92,Overall,7.83
4,Body,8.0,Defects,0.0
5,Balance,7.83,Total Cup Points,85.0
