,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,55
1,Farm Name,San jose del lago,Bag Weight,30 kg
2,Lot Number,11/15/96,In-Country Partner,Asociacion Nacional Del Café
3,Mill,San jose del lago,Harvest Year,2022 / 2023
4,ICO Number,11/15/96,Grading Date,"April 17th, 2023"
5,Company,"Peter Schoenfeld, S.A.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1600,Variety,Typica
7,Region,Atitlán,Status,Completed
8,Producer,"Cafetalera Paquim, S.A.",Processing Method,Washed / Wet
