,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,3
1,Farm Name,鄉庭有機農場Siang-Ting Organic Farm,Bag Weight,50 kg
2,Lot Number,2022/02,In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,鄉庭有機農場Siang-Ting Organic Farm,Harvest Year,2022
4,ICO Number,,Grading Date,"December 12th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Zhang Jin Yi 張進義
6,Altitude,150-250,Variety,Typica
7,Region,壽豐鄉Shoufeng Township,Status,Completed
8,Producer,張進義Zhang Jin-Yi,Processing Method,Washed / Wet
