,0,1,2,3
0,Country of Origin,Ethiopia,Number of Bags,8960
1,Farm Name,Fikremariam Dry Mill,Bag Weight,60 kg
2,Lot Number,1,In-Country Partner,METAD Agricultural Development plc
3,Mill,Dry Mill,Harvest Year,2022 / 2023
4,ICO Number,010/0218/0035,Grading Date,"June 15th, 2023"
5,Company,Tadesse Desta Import and Export,Owner,Tadesse Desta Import and Export
6,Altitude,2084 MASL,Variety,Kumie Diga Wilsho
7,Region,Oromia,Status,Completed
8,Producer,Fikremariam Dinku,Processing Method,Natural / Dry
