,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,5
1,Farm Name,Karen Acajabon Coffee Farm,Bag Weight,15 kg
2,Lot Number,"The 2022 Pacific Rim Coffee Summit,GT12",In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,Cafetoland,Harvest Year,2021
4,ICO Number,,Grading Date,"November 15th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Full Sweet Coffee
6,Altitude,2000,Variety,Gesha
7,Region,Acatenango,Status,Completed
8,Producer,Karen Acajabon,Processing Method,Natural / Dry
