,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,204
1,Farm Name,SAN RAFAEL URIAS VALDES,Bag Weight,30 kg
2,Lot Number,11/54876/02,In-Country Partner,Asociacion Nacional Del Café
3,Mill,"ECOCOFFEE, S.A.",Harvest Year,2022 / 2023
4,ICO Number,11/54876/02,Grading Date,"June 13th, 2023"
5,Company,"VALBROL, S.A",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,4895,Variety,Bourbon
7,Region,ANTIGUA GUATEMALA,Status,Completed
8,Producer,"VALBROS, S.A.",Processing Method,Washed / Wet
