,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,632
1,Farm Name,PEÑA BLANCA,Bag Weight,30 kg
2,Lot Number,11/951/279,In-Country Partner,Asociacion Nacional Del Café
3,Mill,BENEFICIO LAS AMERICAS,Harvest Year,2022 / 2023
4,ICO Number,11/951/279,Grading Date,"February 23rd, 2023"
5,Company,"OLAM AGRO GUATEMALA, S.A.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,4700,Variety,Catuai
7,Region,Santa Rosa,Status,Completed
8,Producer,PABLO CHUY,Processing Method,Washed / Wet
