,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,550
1,Farm Name,varias fincas,Bag Weight,69 kg
2,Lot Number,11/15/212,In-Country Partner,Asociacion Nacional Del Café
3,Mill,El trebol,Harvest Year,2022 / 2023
4,ICO Number,11/15/212,Grading Date,"June 15th, 2023"
5,Company,"Peter Schoenfeld, S.A.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1500-1600,Variety,Caturra
7,Region,Oriente Santa rosa,Status,Completed
8,Producer,Varios productores,Processing Method,Washed / Wet
