,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,6
1,Farm Name,El Diamante,Bag Weight,5 kg
2,Lot Number,CQU2023005,In-Country Partner,Japan Coffee Exchange
3,Mill,El Diamante,Harvest Year,2022
4,ICO Number,,Grading Date,"April 7th, 2023"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1350,Variety,Castillo Paraguaycito
7,Region,Quindio,Status,Completed
8,Producer,Farm Bedoya Arango,Processing Method,
