,0,1,2,3
0,Country of Origin,Honduras,Number of Bags,275
1,Farm Name,Varias,Bag Weight,69 kg
2,Lot Number,273,In-Country Partner,Instituto Hondureño del Café
3,Mill,Beneficio Seco Comsa,Harvest Year,2022 / 2023
4,ICO Number,13-167-181,Grading Date,"April 24th, 2023"
5,Company,Cafe Organico Marcala S.A de C.V.,Owner,Eliud Hernandez Gonzales
6,Altitude,1280,Variety,Catuai
7,Region,Marcala,Status,Completed
8,Producer,Varios,Processing Method,Washed / Wet
