,0,1,2,3
0,Country of Origin,Thailand,Number of Bags,2
1,Farm Name,Doi Tung Development Project,Bag Weight,1 kg
2,Lot Number,GAYO 21/22 (Coffea Arabica),In-Country Partner,FABB Academy of Coffee
3,Mill,Dry Mill,Harvest Year,2022
4,ICO Number,,Grading Date,"July 14th, 2022"
5,Company,Doi Tung Development Project,Owner,Doi Tung Development Project
6,Altitude,1300-1500,Variety,Gayo
7,Region,North of Thailand,Status,Completed
8,Producer,Doi Tung Development Project,Processing Method,Washed / Wet
