,0,1,2,3
0,Country of Origin,Taiwan,Number of Bags,4
1,Farm Name,永舜咖啡莊園,Bag Weight,50 kg
2,Lot Number,"The 2022 Pacific Rim Coffee Summit, T003",In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,永舜咖啡莊園,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"November 15th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,Taiwan Coffee Laboratory 台灣咖啡研究室
6,Altitude,1250,Variety,SL34
7,Region,Yunlin,Status,Completed
8,Producer,蘇甘永,Processing Method,Washed / Wet
