,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,1
1,Farm Name,Finca El Paraiso,Bag Weight,35 kg
2,Lot Number,CQU2022015,In-Country Partner,Japan Coffee Exchange
3,Mill,Finca El Paraiso,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"September 21st, 2022"
5,Company,Coffee Quality Union,Owner,Coffee Quality Union
6,Altitude,1700-1930,Variety,Castillo
7,Region,"Piendamo,Cauca",Status,Completed
8,Producer,Diego Samuel Bermudez,Processing Method,Double Anaerobic Washed
