,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,70
1,Farm Name,La Gaitania,Bag Weight,35 kg
2,Lot Number,"The 2022 Pacific Rim Coffee Summit,CO03",In-Country Partner,Taiwan Coffee Laboratory 台灣咖啡研究室
3,Mill,La Gaitania,Harvest Year,2021 / 2022
4,ICO Number,,Grading Date,"November 15th, 2022"
5,Company,Taiwan Coffee Laboratory,Owner,PeiHsun Lin
6,Altitude,1850,Variety,Caturra
7,Region,tolima,Status,Completed
8,Producer,Josue Enciso Suarez,Processing Method,Washed / Wet
