,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,275
1,Farm Name,Huila,Bag Weight,19250 kg
2,Lot Number,3-0960-00750,In-Country Partner,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE
3,Mill,Sucafina Trilladora Neiva,Harvest Year,2021 / 2022
4,ICO Number,CL-384,Grading Date,"January 12th, 2023"
5,Company,Sucafina Colombia SAS,Owner,Sucafina Colombia SAS
6,Altitude,1600,Variety,
7,Region,Huila,Status,Completed
8,Producer,Sucafina Colombia,Processing Method,Washed / Wet
