,0,1,2,3
0,Country of Origin,Nicaragua,Number of Bags,275
1,Farm Name,EXPORTADORA ATLANTIC S.A,Bag Weight,69 kg
2,Lot Number,017/053/0603,In-Country Partner,Japan Coffee Exchange
3,Mill,Lavado,Harvest Year,2021
4,ICO Number,,Grading Date,"July 11th, 2022"
5,Company,ISHIMITSU,Owner,丸山花織
6,Altitude,1100,Variety,Caturra
7,Region,,Status,Completed
8,Producer,Varios Productores,Processing Method,Washed / Wet
