,0,1,2,3
0,Aroma,7.67,Uniformity,10.0
1,Flavor,8.0,Clean Cup,10.0
2,Aftertaste,7.83,Sweetness,10.0
3,Acidity,8.0,Overall,8.08
4,Body,8.08,Defects,0.0
5,Balance,8.0,Total Cup Points,85.67
