,0,1,2,3
0,Country of Origin,Colombia,Number of Bags,600
1,Farm Name,La fortaleza,Bag Weight,30 kg
2,Lot Number,3-0104-00202 Popayán Supremo,In-Country Partner,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE
3,Mill,Trilladora Pubenza,Harvest Year,2022
4,ICO Number,3-0104-00202,Grading Date,"January 18th, 2023"
5,Company,Cafe Colsuaves,Owner,pablo velosa
6,Altitude,1700,Variety,Caturra
7,Region,Popayán Cauca,Status,Completed
8,Producer,La fortaleza,Processing Method,Washed / Wet
