,0,1,2,3
0,Country of Origin,Vietnam,Number of Bags,10
1,Farm Name,LANG BIANG COFFEE PROJECT,Bag Weight,30 kg
2,Lot Number,A3,In-Country Partner,Japan Coffee Exchange
3,Mill,LANG BIANG COFFEE PROJECT,Harvest Year,2022 / 2023
4,ICO Number,,Grading Date,"June 16th, 2023"
5,Company,BABROS COFFEE WORKS,Owner,BABROS COFFEE WORKS
6,Altitude,1500-1600,Variety,Catimor
7,Region,LANG BIANG,Status,Completed
8,Producer,YAMAOKA KIYOTAKA,Processing Method,AEROBIC NATURAL
