,0,1,2,3
0,Country of Origin,Guatemala,Number of Bags,600
1,Farm Name,varias fincas,Bag Weight,30 kg
2,Lot Number,11/15/118,In-Country Partner,Asociacion Nacional Del Café
3,Mill,Beneficio Pastores,Harvest Year,2022 / 2023
4,ICO Number,11/15/118,Grading Date,"April 17th, 2023"
5,Company,"Peter Schoenfeld, S.A.",Owner,Yesica Alejandra Martìnez Vàsquez
6,Altitude,1600,Variety,Caturra
7,Region,Antigua,Status,Completed
8,Producer,Varios productores,Processing Method,Washed / Wet
